"hauljoin","year","start_longitude","end_longitude","start_latitude","end_latitude","vessel","cruise","haul","btemp","area","sponge","coral","pen","lon","lat","bdepth","slope","speed","tmax","BPI","a_bering_sk","a_mud_sk","a_ak_sk","a_aleut_sk","ej_atf","j_atf","a_atf","a_kam","ej_fhs","j_fhs","a_fhs","ej_dover","j_dover","a_dover","ej_rex","j_rex","a_rex","ej_yfs","j_yfs","a_yfs","ej_nrs","j_nrs","a_nrs","a_srs","ej_plaice","j_plaice","a_plaice","ej_sable","j_sable","a_sable","a_yil","a_great","a_bigmouth","ej_pcod","j_pcod","a_pcod","ej_poll","j_poll","a_poll","a_atka","a_ssth","a_rebs_sp","a_rougheye","a_blackspot","ej_pop","j_pop","a_pop","a_silvergray","a_darkrf","a_duskyrf","a_darkblotched","a_splitnose","a_greenstripe","a_widow","a_yellowtail","a_rosethorn","a_quillback","a_blackrf","a_canaryrf","a_northernrf","a_redstripe","a_yelloweye","a_redband","a_harlequin","a_sharpchin","a_shortraker","Zone","Folds"
881762,1996,-156.5785,-156.5529,56.53277,56.5337,100,199601,107,4.7,0.022494138,1,0,1,-157500.978840723,728228.22492664,185.216331481934,0.45024137198925,0.00215839716651264,32.7831439210372,2.33221828937531,0,0,0,0,0,25,128,0,0,11,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","D"
881763,1996,-156.5667,-156.5935,56.44012,56.43855,100,199601,108,4.9,0.027686648,1,0,1,-159000.978840723,717228.22492664,191.535100301107,0.440969417492549,0.00222088614984264,34.9166619322525,4.14698108037313,0,0,0,0,0,32,103,0,0,7,25,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,697,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","L"
881765,1996,-156.3428,-156.3218,56.36512,56.36418,100,199601,110,5.36072826385498,0.02068796,1,1,0,-144000.978840723,708728.22492664,241.785568237305,0.582419075071812,0.00271422545718847,36.8696505483329,-1.5784827619791,0,0,0,0,0,3,79,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,43,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","C"
881766,1996,-156.2418,-156.2277,56.53591,56.52457,100,199601,111,5.5,0.027363336,1,0,0,-137334.312174056,726894.891593307,252.017659505208,0.505168279012044,0.00378881008566912,38.8314300659975,1.42032467325528,0,0,0,0,0,0,125,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,23,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D","G"
881767,1996,-156.289,-156.297,56.38702,56.37338,100,199601,112,5.6,0.025321802,0,0,0,-141500.978840723,710228.22492664,253.967712402344,0.322515279054642,0.00297226297789616,36.9727125908785,2.14776059985161,0,0,0,0,0,2,75,0,0,0,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,5,16,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","L"
881768,1996,-156.1334,-156.1455,56.2802,56.26888,100,199601,113,5.7,0.024566136,1,0,0,-132500.978840723,698228.22492664,249.417659759521,0.235521219670773,0.00346008557226469,44.2488872736318,1.04746906459332,0,0,0,0,0,5,61,0,0,3,13,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,91,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C","E"
881769,1996,-155.8927,-155.8998,56.36906,56.35665,100,199601,114,5.6,0.024759774,0,0,1,-117000.978840723,707728.22492664,182.361885070801,0.700137257575989,0.00303700816601057,48.8904370295573,6.95673990249634,0,0,0,0,0,5,421,0,4,24,43,0,5,21,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,82,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D","S"
881770,1996,-155.9353,-155.9429,56.16516,56.15203,100,199601,115,5,0.023783396,1,0,0,-120334.312174056,684561.558259973,111.676803588867,2.348468542099,0.00544501233698574,68.2572053324903,-18.4766736030579,0,0,0,0,0,320,248,0,0,0,443,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","D"
881772,1996,-155.7094,-155.6798,56.03674,56.03461,100,199601,117,7.3,0.027887372,1,0,0,-105334.312174056,670894.891593307,49.613883972168,0.163247982660929,0.00840204122612288,81.2768465846082,2.56799916426341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","B"
881773,1996,-156.0479,-156.0718,55.95032,55.94575,100,199601,118,5.9,0.02472484,0,0,1,-128334.312174056,661561.558259973,115.519152323405,0.812377393245697,0.0227605101802395,90.2200478177259,-5.87278532981873,0,0,0,0,0,361,71,0,0,0,13,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","S"
881775,1996,-156.2917,-156.3096,55.35377,55.34419,100,199601,120,5.6,0.02722656,1,0,0,-145667.645507389,595894.891593307,180.533365885417,0.213466435670853,0.0114221102209958,58.1950458880009,-1.09127668539683,0,0,0,0,0,12,162,0,0,0,1,0,1,10,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,15,1,0,0,0,0,0,6,1386,0,0,3,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,"M","F"
881776,1996,-155.8127,-155.8299,55.44165,55.43544,100,199601,121,4.9,0.021116525,0,0,0,-115334.312174056,604561.558259973,223.904591878255,1.62116402387619,0.01232854453659,44.0796120967819,-44.0862744649251,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,290,0,"N","Q"
881777,1996,-155.5028,-155.5195,55.60962,55.60255,100,199601,122,4.671715259552,0.02242328,0,0,0,-95334.312174056,622561.558259973,269.698491414388,1.98748060067495,0.00777537107836228,24.741523638284,-32.4374694824219,0,0,0,0,1,19,29,0,0,11,7,0,1,31,0,0,140,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,24,19,0,215,2,0,0,0,0,308,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,"N","N"
881779,1996,-155.665,-155.6454,55.55012,55.55939,100,199601,124,5.6,0.024935838,1,0,0,-104667.645507389,616894.891593307,181.183573404948,0.583939532438914,0.00808586137233209,42.5285443981111,-49.5766474405924,0,0,0,0,0,0,217,0,0,0,0,0,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,1,1,0,0,0,0,5,5,921,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,"N","K"
881780,1996,-155.0745,-155.0501,55.68561,55.69233,100,199601,125,4.3,0.027318235,1,0,0,-66750.9788407226,631478.22492664,403.801933288574,2.41452878713608,0.0126099749805198,15.3878040715414,-20.6500155925751,0,0,0,0,0,0,4,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,327,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"N","E"
881781,1996,-155.0547,-155.0336,55.80404,55.80048,100,199601,126,5.6,0.0232603,1,0,0,-65500.9788407226,644228.22492664,162.815650939941,1.06647098064423,0.0102088304371076,29.4219182226961,-59.5074863433838,0,0,0,0,0,0,477,0,0,1,1,0,1,10,0,0,69,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","H"
881782,1996,-154.9439,-154.9565,55.84557,55.83491,100,199601,127,4.8,0.02527776,1,0,1,-59667.6455073893,647894.891593307,395.549407958984,8.34085957209269,0.00900222789426331,21.5668583766732,-60.3440386454264,0,0,0,0,0,0,60,0,0,0,0,0,0,20,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,20,2,0,135,31,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"N","K"
881783,1996,-155.2297,-155.2159,55.91745,55.92597,100,199601,128,6.8,0.019213614,0,0,0,-76334.3121740559,657561.558259973,55.8111190795898,0.242166727781296,0.0105440535097361,89.3450774841661,-2.47075315316518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","H"
881784,1996,-155.635,-155.6563,56.19473,56.20236,100,199601,129,7,0.023058915,0,0,0,-102000.978840723,688728.22492664,59.8912210464478,0.0785328447818756,0.00415766655694941,73.5315804801344,0.521028302609921,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,22,44,51,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","Q"
881785,1996,-155.2522,-155.2494,56.21618,56.2089,100,199601,130,7.8,0.01202472,1,0,0,-77334.3121740559,689894.891593307,26.4958680470784,0.109887070953846,0.00569777039040839,117.806129384357,-1.98198346296946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","J"
881786,1996,-155.313,-155.3308,56.27017,56.26527,100,199601,131,7.8,0.019547164,0,0,0,-81500.9788407226,696228.22492664,35.6352577209473,0.227118797600269,0.00434362245983355,89.6027997753726,-0.462434463202953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","N"
881787,1996,-155.3244,-155.3316,56.42705,56.44205,100,199601,132,7.9,0.025488944,0,0,0,-82000.9788407226,714728.22492664,48.1764087677002,0.107828907668591,0.00361663451514018,71.0051151986295,3.93008601665497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N","B"
881788,1996,-155.4578,-155.461,56.60498,56.61565,100,199601,133,4.8,0.01792471,0,0,0,-89334.312174056,734894.891593307,115.932729085286,0.995806296666463,0.00327232966422898,40.0969869014045,-11.3647820154826,0,0,0,0,0,0,631,0,0,9,35,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D","R"
881789,1996,-155.3093,-155.3242,56.82623,56.81422,100,199601,134,5.5,0.027537441,0,0,0,-80334.3121740559,757561.558259973,220.747670491536,0.506240785121918,0.00336131862767648,32.1259610403909,6.00335915883382,0,0,0,0,0,14,532,0,0,8,55,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,1,140,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"D","A"
881790,1996,-155.3005,-155.2923,56.97997,56.99279,100,199601,135,5.5,0.023297425,0,0,0,-78500.9788407226,776228.22492664,249.00411605835,0.173613023012877,0.00298877862771194,29.1195938903335,0.900550097227097,0,0,0,0,0,3,137,0,0,4,70,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,1,1,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D","I"
881791,1996,-155.6087,-155.6169,57.26688,57.28222,100,199601,136,5.5,0.026821788,0,0,0,-97000.9788407227,809228.22492664,280.024220784505,0.102175953487555,0.00441768345076544,27.0208372951003,4.21486298243205,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D","L"
881792,1996,-155.9227,-155.944,57.17614,57.16969,100,199601,137,5.4,0.02280618,0,0,0,-116667.645507389,797894.891593307,257.969451904297,0.447087993224462,0.004742699918785,26.2625655210549,20.5984745025635,1,0,0,0,0,2,46,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"D","H"
881793,1996,-155.2783,-155.2763,57.59784,57.5825,100,199601,138,5.5,0.02696724,0,0,0,-76000.9788407226,843728.22492664,284.842163085938,0.376384630799294,0.00762636977025395,28.1349897923759,-1.1642225086689,0,0,0,0,0,4,40,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,6,6,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D","K"
881794,1996,-155.5894,-155.5907,57.70911,57.72251,100,199601,139,8.8,0.020501024,0,0,1,-94500.9788407227,858228.22492664,23.6018080711365,0.320117369294167,0.0070084506516827,11.4763590255695,-1.84305686503649,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,68,89,2,40,124,0,0,0,8,0,0,0,0,0,0,1,2,17,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D","Q"
881795,1996,-154.8492,-154.8559,57.38942,57.37679,100,199601,140,4.8,0.024789968,1,0,1,-51000.9788407226,820228.22492664,147.423762003581,0.837091863155365,0.00705333869858503,40.5469434448993,14.7857217788696,0,0,0,0,0,93,902,0,4,12,169,0,2,29,0,2,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,13,45,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D","G"
881796,1996,-154.8356,-154.8263,57.31753,57.32801,100,199601,141,5.2,0.020935359,1,0,0,-50000.9788407226,813728.22492664,82.6971435546875,1.08904388546944,0.00648319525488862,38.190631869962,-4.63802695274353,0,0,0,0,0,122,535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D","D"
881797,1996,-154.7217,-154.7419,57.52939,57.52157,100,199601,142,4.9,0.023979248,1,0,0,-43667.6455073893,835894.891593307,180.407480875651,1.52652017275492,0.00871189267478618,38.1233424926474,17.6151971817017,0,0,0,0,0,3,165,0,0,2,24,0,2,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,13,6,33,113,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","L"
881798,1996,-154.5707,-154.5699,57.9293,57.93803,100,199601,143,5.4,0.015575898,0,0,0,-34000.9788407226,881728.22492664,256.853088378906,0.625908643007278,0.00778236924965018,26.2195213076374,21.7961158752441,0,0,0,0,0,0,46,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R"
881799,1996,-154.0697,-154.0611,58.28086,58.29338,100,199601,144,6.7,0.022493922,0,0,1,-4000.97884072247,920728.22492664,58.9303760528564,1.93775701522827,0.00827427759543434,10.982647725015,-48.6580085754395,0,0,0,0,0,114,114,0,17,90,203,0,0,0,1,2,1,0,0,1,0,0,0,2,0,0,5,0,1,0,0,0,0,0,3,15,1,2,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","F"
881800,1996,-153.4641,-153.4419,58.24082,58.24694,100,199601,145,4.9,0.02474294,0,0,1,31999.0211592775,916228.22492664,177.315282185872,0.143937095999718,0.0035173132888855,13.3975070835806,-1.97596873839696,0,0,0,0,0,14,165,0,4,127,405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","B"
881801,1996,-153.5588,-153.5413,58.07834,58.08836,100,199601,146,4.9,0.025289052,1,0,0,26332.3544926109,897894.891593307,194.639724731445,2.34009083112081,0.00292592227670639,16.1078720760952,15.3498786290487,0,0,0,0,0,12,154,0,0,2,35,0,5,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,10,21,229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","C"
881802,1996,-153.4297,-153.4112,58.04932,58.04022,100,199601,147,6.1,0.02207584,0,0,1,34332.354492611,893561.558259973,63.1898765563965,2.01209684213003,0.0030814026952351,13.4730909285242,-33.5821590423584,0,0,0,0,0,2,2,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","P"
881803,1996,-152.8105,-152.7838,57.8773,57.88677,100,199601,148,7.15034055709839,0.027645766,0,0,0,70999.0211592776,876228.22492664,58.0803424835205,2.08537038564682,0.00270199657257877,4.01842236520988,7.73805208206177,0,0,0,0,2,338,111,0,8,576,390,0,3,0,0,2,0,0,27,183,0,7,61,10,0,0,4,0,1,0,0,0,0,0,1,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","O"
881804,1996,-152.425,-152.4087,57.61517,57.6245,100,199601,149,6.55578851699829,0.022037841,0,0,0,94665.6878259444,847561.558259973,29.0249945322673,1.723237713178,0.00325580668744083,6.93851385709299,5.30917263031006,0,0,0,0,3,42,1,0,0,171,81,0,0,0,0,0,0,0,135,622,0,0,0,91,0,0,22,0,0,0,0,0,0,0,23,10,0,31,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P","N"
881805,1996,-151.9056,-151.8822,57.70145,57.69252,100,199601,150,7.19753980636597,0.02607629,0,0,0,125332.354492611,856561.558259973,78.8613611857096,1.91340653101603,0.00562580954887663,63.8725760974217,-20.6765565872192,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q","C"
881806,1996,-151.6576,-151.678,57.54947,57.55323,100,199601,151,5.9,0.01987344,0,0,0,139499.021159278,841228.22492664,140.192901611328,1.07217216491699,0.010309322308247,51.7161817961742,6.05998659133911,0,0,0,0,0,6,58,0,0,54,33,0,7,5,0,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,14,2933,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Q","T"
881807,1996,-151.9242,-151.9114,57.28869,57.30049,100,199601,152,6.9,0.023177632,0,0,0,125332.354492611,811894.891593307,69.1270167032878,0.119220693906148,0.0151492792920268,73.3769864036995,0.0229797785480817,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P","A"
881808,1996,-152.2585,-152.2401,57.31978,57.32801,100,199601,153,7.28365087509155,0.022725846,0,0,0,105332.354492611,814894.891593307,65.7068659464518,0.564849535624186,0.0110441721205108,70.457658093892,8.01386610666911,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,91,39,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P","I"
881809,1996,-152.5977,-152.5813,57.41437,57.40333,100,199601,154,6.64681959152222,0.024279216,0,0,0,84332.354492611,823561.558259973,89.3496729532878,1.04045341412226,0.00988509912274511,7.25826461256943,29.6806106567383,0,0,0,0,0,90,155,0,0,11,299,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,20,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P","T"
881810,1996,-152.4204,-152.418,57.12114,57.10855,100,199601,155,5.3,0.024471586,0,0,0,95665.6878259444,790894.891593307,145.168670654297,0.575025141239166,0.0166182296762183,29.0396223941593,24.6970634460449,0,0,0,0,0,103,981,0,0,46,148,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P","N"
881811,1996,-152.5499,-152.5667,56.97964,56.98652,100,199601,156,5.5,0.021375586,0,0,0,87499.0211592776,776228.22492664,151.996963500977,0.336278483271599,0.0184270262875449,21.5025738290409,4.06470000743866,0,0,0,0,0,273,536,0,1,81,79,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,249,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P","D"
881812,1996,-152.6174,-152.6175,57.04851,57.06335,100,199601,157,5.57266473770142,0.025411665,0,0,0,83999.0211592776,784228.22492664,140.368804931641,0.687941372394562,0.0174984318037924,21.2281087848757,4.66510566075643,0,0,0,0,5,263,918,0,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P","I"
881813,1996,-152.72,-152.7329,57.19645,57.20668,100,199601,158,5.4,0.0221326,0,0,0,76332.354492611,800561.558259973,134.873387654622,1.13705029090246,0.0113015133807816,16.1488277424363,35.5504112243652,0,0,0,0,0,34,2694,0,0,21,175,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P","R"
881815,1996,-153.0047,-152.9873,57.19598,57.20231,100,199601,160,5.86043548583984,0.019228025,0,0,0,60665.6878259443,799561.558259973,97.3846181233724,3.15026466051737,0.0132212661748525,5.44145482340475,26.1920359929403,0,0,0,0,0,74,148,0,159,207,509,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P","J"
881816,1996,-152.9069,-152.9226,56.97481,56.96607,100,199601,161,5.4,0.022889076,0,0,0,65665.6878259443,774561.558259973,132.164118448893,0.275248924891154,0.0148332303409063,16.6907657782343,13.1375551223755,0,0,0,0,2,94,135,0,6,143,105,0,0,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P","M"
881817,1996,-153.1302,-153.1454,56.99242,56.98098,100,199601,162,6.8,0.024303472,0,0,0,52332.354492611,775894.891593307,81.8766682942708,1.63997872670492,0.0118408936951162,16.1478518809014,1.63864278793335,0,0,0,0,0,116,25,0,0,10,7,0,0,0,0,0,1,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,285,136,20,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P","H"
881818,1996,-153.4945,-153.499,57.14532,57.13285,100,199601,163,5.3,0.020421356,0,0,0,30332.3544926109,792894.891593307,67.3081995646159,7.27777449289958,0.0148277371071452,2.06876006524002,4.35760553677877,0,0,0,0,0,34,98,0,5,618,494,0,0,0,0,2,1,0,2,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","S"
881820,1996,-153.483,-153.4694,56.55567,56.56648,100,199601,165,4.8,0.022952391,0,0,0,32249.0211592775,728478.22492664,127.18943977356,0.117312181740999,0.00839056831555109,24.4811233956259,10.0400412082672,0,0,0,0,0,33,65,0,8,47,90,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","E"
881821,1996,-153.5349,-153.5358,56.65659,56.66939,100,199601,166,5,0.024149744,0,0,0,27999.0211592775,739728.22492664,152.568588256836,0.178883396089077,0.0214130374083176,15.9016603167473,18.0998725891113,0,0,0,0,1,7,17,0,3,53,182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","G"
